newsIDs,ratios,invisible_by_news,visible_by_news
822235,0.1971153846153846,41.0,208.0
859020,0.19696969696969696,13.0,66.0
835150,0.19672131147540983,12.0,61.0
817257,0.19672131147540983,12.0,61.0
874685,0.19672131147540983,12.0,61.0
898365,0.19672131147540983,12.0,61.0
823562,0.19672131147540983,36.0,183.0
898179,0.19658119658119658,23.0,117.0
903665,0.19626168224299065,21.0,107.0
813007,0.19607843137254902,10.0,51.0
841208,0.19607843137254902,20.0,102.0
844214,0.19607843137254902,20.0,102.0
787047,0.19607843137254902,10.0,51.0
903747,0.19607843137254902,10.0,51.0
808385,0.19607843137254902,100.0,510.0
909546,0.19607843137254902,10.0,51.0
921778,0.19607843137254902,20.0,102.0
913020,0.19607843137254902,10.0,51.0
861271,0.19594594594594594,29.0,148.0
854734,0.19594594594594594,29.0,148.0
864689,0.1958762886597938,19.0,97.0
894584,0.1958762886597938,19.0,97.0
879162,0.1956521739130435,18.0,92.0
843259,0.1956521739130435,9.0,46.0
851497,0.1956521739130435,9.0,46.0
833517,0.1956521739130435,9.0,46.0
899518,0.1956521739130435,9.0,46.0
863524,0.1956521739130435,18.0,92.0
867307,0.1956521739130435,9.0,46.0
840716,0.1956521739130435,9.0,46.0
904593,0.1956521739130435,9.0,46.0
821682,0.19553072625698323,35.0,179.0
839575,0.19540229885057472,17.0,87.0
856361,0.19540229885057472,17.0,87.0
847946,0.19540229885057472,17.0,87.0
926410,0.1953125,25.0,128.0
875357,0.1952662721893491,33.0,169.0
862278,0.1951219512195122,16.0,82.0
840089,0.1951219512195122,8.0,41.0
885358,0.1951219512195122,8.0,41.0
889938,0.1951219512195122,8.0,41.0
838162,0.1951219512195122,16.0,82.0
857219,0.1951219512195122,8.0,41.0
934174,0.1951219512195122,8.0,41.0
865091,0.1951219512195122,8.0,41.0
851553,0.1951219512195122,32.0,164.0
843415,0.1951219512195122,16.0,82.0
823237,0.1951219512195122,16.0,82.0
924364,0.1951219512195122,8.0,41.0
916010,0.1951219512195122,8.0,41.0
908094,0.1951219512195122,8.0,41.0
894200,0.1951219512195122,8.0,41.0
878966,0.1951219512195122,8.0,41.0
924934,0.1951219512195122,16.0,82.0
923089,0.1951219512195122,16.0,82.0
824700,0.1951219512195122,16.0,82.0
768097,0.1951219512195122,16.0,82.0
866237,0.1951219512195122,8.0,41.0
847913,0.19491525423728814,46.0,236.0
802105,0.19485580670303976,250.0,1283.0
857071,0.19483568075117372,83.0,426.0
929186,0.19480519480519481,15.0,77.0
928050,0.19480519480519481,15.0,77.0
852918,0.19473684210526315,37.0,190.0
851978,0.19469026548672566,22.0,113.0
830669,0.19444444444444445,7.0,36.0
869429,0.19444444444444445,7.0,36.0
816478,0.19444444444444445,7.0,36.0
895517,0.19444444444444445,21.0,108.0
942440,0.19444444444444445,7.0,36.0
823667,0.19444444444444445,7.0,36.0
879965,0.19444444444444445,7.0,36.0
902869,0.19444444444444445,7.0,36.0
887586,0.19444444444444445,7.0,36.0
932651,0.19444444444444445,7.0,36.0
817427,0.19444444444444445,7.0,36.0
845686,0.19444444444444445,7.0,36.0
912969,0.19444444444444445,14.0,72.0
839365,0.19444444444444445,7.0,36.0
897491,0.19444444444444445,7.0,36.0
927008,0.19444444444444445,7.0,36.0
873039,0.19444444444444445,7.0,36.0
885937,0.19444444444444445,7.0,36.0
898851,0.19444444444444445,7.0,36.0
916727,0.19444444444444445,7.0,36.0
921054,0.19444444444444445,7.0,36.0
902278,0.19444444444444445,7.0,36.0
855924,0.19444444444444445,7.0,36.0
859731,0.19444444444444445,7.0,36.0
918070,0.19444444444444445,7.0,36.0
895395,0.19424460431654678,27.0,139.0
820032,0.19402985074626866,13.0,67.0
925229,0.19402985074626866,13.0,67.0
896343,0.19402985074626866,13.0,67.0
898953,0.19402985074626866,13.0,67.0
894404,0.19402985074626866,13.0,67.0
853487,0.19393939393939394,32.0,165.0
898289,0.1937984496124031,25.0,129.0
887579,0.1937984496124031,25.0,129.0
864657,0.19375,31.0,160.0
853275,0.1935483870967742,6.0,31.0
871354,0.1935483870967742,6.0,31.0
839294,0.1935483870967742,6.0,31.0
822889,0.1935483870967742,6.0,31.0
900806,0.1935483870967742,6.0,31.0
840555,0.1935483870967742,6.0,31.0
817395,0.1935483870967742,6.0,31.0
912232,0.1935483870967742,6.0,31.0
883983,0.1935483870967742,6.0,31.0
892780,0.1935483870967742,6.0,31.0
829431,0.1935483870967742,6.0,31.0
874971,0.1935483870967742,6.0,31.0
899182,0.1935483870967742,6.0,31.0
822646,0.1935483870967742,6.0,31.0
857914,0.1935483870967742,6.0,31.0
926914,0.1935483870967742,6.0,31.0
927170,0.1935483870967742,6.0,31.0
814997,0.1935483870967742,6.0,31.0
942873,0.1935483870967742,12.0,62.0
816592,0.1935483870967742,12.0,62.0
931842,0.1935483870967742,24.0,124.0
849110,0.1935483870967742,6.0,31.0
914327,0.1935483870967742,6.0,31.0
856962,0.1935483870967742,6.0,31.0
821169,0.1935483870967742,12.0,62.0
870974,0.1935483870967742,6.0,31.0
877870,0.1935483870967742,6.0,31.0
805436,0.1935483870967742,6.0,31.0
829070,0.1935483870967742,6.0,31.0
893336,0.1935483870967742,6.0,31.0
899959,0.1935483870967742,6.0,31.0
940192,0.1935483870967742,24.0,124.0
920447,0.1935483870967742,6.0,31.0
923201,0.1935483870967742,6.0,31.0
859321,0.1935483870967742,6.0,31.0
924303,0.1935483870967742,24.0,124.0
881396,0.1935483870967742,6.0,31.0
858174,0.19344262295081968,59.0,305.0
893800,0.19327731092436976,23.0,119.0
766459,0.19318181818181818,17.0,88.0
841058,0.19298245614035087,11.0,57.0
909958,0.19298245614035087,44.0,228.0
898513,0.19285714285714287,27.0,140.0
791008,0.1927710843373494,16.0,83.0
821545,0.1927710843373494,16.0,83.0
798213,0.1926605504587156,21.0,109.0
841209,0.19257221458046767,140.0,727.0
826024,0.19248826291079812,123.0,639.0
845976,0.19230769230769232,25.0,130.0
923791,0.19230769230769232,5.0,26.0
790404,0.19230769230769232,5.0,26.0
835841,0.19230769230769232,10.0,52.0
802112,0.19230769230769232,5.0,26.0
824906,0.19230769230769232,5.0,26.0
789792,0.19230769230769232,5.0,26.0
886726,0.19230769230769232,15.0,78.0
926086,0.19230769230769232,5.0,26.0
821331,0.19230769230769232,5.0,26.0
939839,0.19230769230769232,5.0,26.0
866522,0.19230769230769232,5.0,26.0
868215,0.19230769230769232,5.0,26.0
825885,0.19230769230769232,10.0,52.0
888974,0.19230769230769232,5.0,26.0
819439,0.19230769230769232,5.0,26.0
784362,0.19230769230769232,5.0,26.0
847908,0.19230769230769232,15.0,78.0
833131,0.19230769230769232,10.0,52.0
939061,0.19230769230769232,5.0,26.0
906425,0.19230769230769232,10.0,52.0
940670,0.19230769230769232,10.0,52.0
807223,0.19230769230769232,5.0,26.0
937178,0.19230769230769232,5.0,26.0
919632,0.19230769230769232,5.0,26.0
817723,0.19230769230769232,5.0,26.0
800244,0.19230769230769232,10.0,52.0
923812,0.19230769230769232,15.0,78.0
818199,0.19230769230769232,5.0,26.0
863407,0.19230769230769232,5.0,26.0
820889,0.19230769230769232,5.0,26.0
894486,0.19230769230769232,5.0,26.0
918713,0.19230769230769232,5.0,26.0
890445,0.19230769230769232,5.0,26.0
846590,0.19230769230769232,5.0,26.0
944812,0.19230769230769232,15.0,78.0
824652,0.19230769230769232,10.0,52.0
922467,0.19230769230769232,15.0,78.0
819669,0.19230769230769232,5.0,26.0
905891,0.19230769230769232,5.0,26.0
822991,0.19230769230769232,5.0,26.0
867576,0.19230769230769232,20.0,104.0
821902,0.19230769230769232,5.0,26.0
912704,0.19230769230769232,15.0,78.0
858541,0.19230769230769232,10.0,52.0
844078,0.19230769230769232,5.0,26.0
855300,0.19230769230769232,5.0,26.0
899049,0.19230769230769232,10.0,52.0
827300,0.19230769230769232,5.0,26.0
876513,0.19230769230769232,5.0,26.0
934592,0.19230769230769232,5.0,26.0
863024,0.19230769230769232,5.0,26.0
822503,0.19230769230769232,5.0,26.0
823641,0.19230769230769232,5.0,26.0
897853,0.19230769230769232,5.0,26.0
914958,0.19230769230769232,5.0,26.0
815674,0.1921182266009852,39.0,203.0
855976,0.192,24.0,125.0
890138,0.1919191919191919,19.0,99.0
852686,0.1919191919191919,19.0,99.0
891258,0.1918819188191882,52.0,271.0
833035,0.1917808219178082,14.0,73.0
841989,0.1917808219178082,14.0,73.0
808313,0.1917808219178082,14.0,73.0
931651,0.1917808219178082,14.0,73.0
936650,0.19148936170212766,9.0,47.0
846521,0.19148936170212766,9.0,47.0
801033,0.19148936170212766,9.0,47.0
872644,0.19148936170212766,18.0,94.0
769174,0.19148936170212766,18.0,94.0
885763,0.19148936170212766,18.0,94.0
858085,0.19148936170212766,9.0,47.0
800298,0.19148936170212766,9.0,47.0
842569,0.19148936170212766,9.0,47.0
868719,0.19148936170212766,9.0,47.0
880768,0.19148936170212766,9.0,47.0
824114,0.19148936170212766,27.0,141.0
902825,0.19148936170212766,9.0,47.0
874568,0.19148936170212766,9.0,47.0
899031,0.19148936170212766,18.0,94.0
865747,0.19148936170212766,9.0,47.0
862907,0.19123505976095617,48.0,251.0
823963,0.19117647058823528,13.0,68.0
883892,0.19117647058823528,13.0,68.0
824622,0.19117647058823528,39.0,204.0
822055,0.19117647058823528,13.0,68.0
857238,0.19117647058823528,39.0,204.0
860410,0.19117647058823528,26.0,136.0
857263,0.1910569105691057,47.0,246.0
885749,0.19101123595505617,17.0,89.0
846506,0.19101123595505617,68.0,356.0
788454,0.19101123595505617,17.0,89.0
870768,0.19095477386934673,38.0,199.0
840224,0.19083969465648856,25.0,131.0
846781,0.19078947368421054,29.0,152.0
919834,0.19047619047619047,4.0,21.0
918914,0.19047619047619047,4.0,21.0
812674,0.19047619047619047,4.0,21.0
900866,0.19047619047619047,4.0,21.0
899425,0.19047619047619047,4.0,21.0
805954,0.19047619047619047,12.0,63.0
837262,0.19047619047619047,4.0,21.0
819474,0.19047619047619047,8.0,42.0
848277,0.19047619047619047,8.0,42.0
824135,0.19047619047619047,4.0,21.0
843078,0.19047619047619047,8.0,42.0
907239,0.19047619047619047,4.0,21.0
859994,0.19047619047619047,4.0,21.0
875605,0.19047619047619047,4.0,21.0
852439,0.19047619047619047,4.0,21.0
819434,0.19047619047619047,4.0,21.0
846537,0.19047619047619047,4.0,21.0
823322,0.19047619047619047,4.0,21.0
859197,0.19047619047619047,8.0,42.0
870293,0.19047619047619047,4.0,21.0
893388,0.19047619047619047,12.0,63.0
880257,0.19047619047619047,12.0,63.0
875417,0.19047619047619047,4.0,21.0
908179,0.19047619047619047,4.0,21.0
875109,0.19047619047619047,4.0,21.0
890582,0.19047619047619047,4.0,21.0
818292,0.19047619047619047,8.0,42.0
920936,0.19047619047619047,4.0,21.0
929145,0.19047619047619047,8.0,42.0
897705,0.19047619047619047,8.0,42.0
890504,0.19047619047619047,4.0,21.0
898475,0.19047619047619047,12.0,63.0
859037,0.19047619047619047,4.0,21.0
875296,0.19047619047619047,4.0,21.0
788433,0.19047619047619047,4.0,21.0
847429,0.19047619047619047,8.0,42.0
934170,0.19047619047619047,8.0,42.0
855477,0.19047619047619047,4.0,21.0
858773,0.19047619047619047,4.0,21.0
892872,0.19047619047619047,4.0,21.0
893529,0.19047619047619047,8.0,42.0
816036,0.19047619047619047,4.0,21.0
921749,0.19047619047619047,4.0,21.0
791595,0.19047619047619047,4.0,21.0
885614,0.19047619047619047,4.0,21.0
812656,0.19047619047619047,8.0,42.0
846774,0.19047619047619047,4.0,21.0
923557,0.19047619047619047,4.0,21.0
921845,0.19047619047619047,4.0,21.0
850671,0.19047619047619047,4.0,21.0
865574,0.19047619047619047,4.0,21.0
890334,0.19047619047619047,8.0,42.0
878399,0.19047619047619047,4.0,21.0
933410,0.19047619047619047,4.0,21.0
822996,0.19047619047619047,4.0,21.0
850964,0.19047619047619047,4.0,21.0
942070,0.19047619047619047,4.0,21.0
876810,0.19047619047619047,4.0,21.0
924577,0.19047619047619047,4.0,21.0
933800,0.19047619047619047,4.0,21.0
882399,0.19047619047619047,4.0,21.0
820337,0.19047619047619047,4.0,21.0
882297,0.19047619047619047,4.0,21.0
841382,0.19047619047619047,4.0,21.0
840933,0.19047619047619047,4.0,21.0
798865,0.19047619047619047,4.0,21.0
936429,0.19047619047619047,4.0,21.0
840688,0.19047619047619047,4.0,21.0
935134,0.19047619047619047,16.0,84.0
861138,0.19047619047619047,4.0,21.0
904049,0.19047619047619047,4.0,21.0
864882,0.19047619047619047,4.0,21.0
892182,0.19047619047619047,4.0,21.0
943453,0.19047619047619047,4.0,21.0
893443,0.19047619047619047,12.0,63.0
845358,0.19047619047619047,4.0,21.0
847941,0.19047619047619047,4.0,21.0
919167,0.19047619047619047,4.0,21.0
858813,0.19047619047619047,8.0,42.0
855506,0.19047619047619047,4.0,21.0
793956,0.19047619047619047,4.0,21.0
893229,0.19047619047619047,8.0,42.0
870622,0.19047619047619047,4.0,21.0
893518,0.19047619047619047,4.0,21.0
843124,0.1902834008097166,47.0,247.0
851804,0.19014084507042253,27.0,142.0
835743,0.19008264462809918,23.0,121.0
927061,0.19,19.0,100.0
897193,0.19,19.0,100.0
822443,0.19,57.0,300.0
791601,0.18994413407821228,34.0,179.0
847069,0.18994413407821228,34.0,179.0
785417,0.189873417721519,15.0,79.0
935617,0.189873417721519,15.0,79.0
939376,0.1896551724137931,11.0,58.0
895452,0.1896551724137931,11.0,58.0
861214,0.1896551724137931,22.0,116.0
856193,0.1896551724137931,22.0,116.0
870804,0.1896551724137931,33.0,174.0
876032,0.1896551724137931,11.0,58.0
851853,0.1896551724137931,11.0,58.0
852202,0.18949771689497716,83.0,438.0
802149,0.18947368421052632,72.0,380.0
893830,0.18947368421052632,18.0,95.0
828430,0.1893939393939394,25.0,132.0
864478,0.1893491124260355,32.0,169.0
865093,0.1891891891891892,7.0,37.0
798845,0.1891891891891892,7.0,37.0
920128,0.1891891891891892,7.0,37.0
943826,0.1891891891891892,7.0,37.0
840142,0.1891891891891892,28.0,148.0
911395,0.1891891891891892,28.0,148.0
857467,0.1891891891891892,14.0,74.0
825530,0.1891891891891892,7.0,37.0
944658,0.1891891891891892,7.0,37.0
852625,0.1891891891891892,7.0,37.0
856149,0.1891891891891892,21.0,111.0
813337,0.1891891891891892,14.0,74.0
887566,0.1891891891891892,21.0,111.0
789459,0.1891891891891892,7.0,37.0
852579,0.1891891891891892,7.0,37.0
817372,0.1891891891891892,7.0,37.0
897719,0.1891891891891892,7.0,37.0
934225,0.1891891891891892,7.0,37.0
920975,0.1891891891891892,7.0,37.0
889118,0.1891891891891892,7.0,37.0
882929,0.1891891891891892,14.0,74.0
812740,0.1891891891891892,7.0,37.0
821571,0.1891891891891892,7.0,37.0
892529,0.1891891891891892,21.0,111.0
863350,0.1891891891891892,21.0,111.0
887055,0.1891891891891892,7.0,37.0
823076,0.1891891891891892,7.0,37.0
847760,0.18902439024390244,31.0,164.0
819218,0.1889763779527559,48.0,254.0
833016,0.1889763779527559,24.0,127.0
840163,0.1889763779527559,24.0,127.0
767465,0.1889763779527559,24.0,127.0
857237,0.1889400921658986,41.0,217.0
926808,0.18888888888888888,17.0,90.0
889149,0.18888888888888888,17.0,90.0
898019,0.18867924528301888,10.0,53.0
804964,0.18867924528301888,10.0,53.0
924992,0.18867924528301888,10.0,53.0
881937,0.18867924528301888,10.0,53.0
816627,0.18867924528301888,10.0,53.0
939209,0.18867924528301888,10.0,53.0
827265,0.18867924528301888,10.0,53.0
857046,0.18867924528301888,10.0,53.0
864492,0.18867924528301888,10.0,53.0
885347,0.18867924528301888,10.0,53.0
802520,0.18867924528301888,10.0,53.0
795085,0.18867924528301888,10.0,53.0
822263,0.18867924528301888,10.0,53.0
866952,0.18867924528301888,10.0,53.0
940830,0.18867924528301888,10.0,53.0
787653,0.18840579710144928,13.0,69.0
841652,0.18840579710144928,26.0,138.0
937722,0.18840579710144928,13.0,69.0
841233,0.18840579710144928,13.0,69.0
847046,0.1883656509695291,136.0,722.0
846038,0.18831168831168832,29.0,154.0
902481,0.18823529411764706,48.0,255.0
887407,0.18823529411764706,16.0,85.0
846547,0.18823529411764706,32.0,170.0
840298,0.18823529411764706,32.0,170.0
839723,0.18823529411764706,16.0,85.0
789566,0.18811881188118812,19.0,101.0
865945,0.18803418803418803,22.0,117.0
853316,0.1878453038674033,34.0,181.0
844639,0.1875,3.0,16.0
900617,0.1875,3.0,16.0
852130,0.1875,3.0,16.0
802840,0.1875,3.0,16.0
808061,0.1875,3.0,16.0
894642,0.1875,6.0,32.0
824988,0.1875,3.0,16.0
805059,0.1875,3.0,16.0
801358,0.1875,6.0,32.0
788462,0.1875,3.0,16.0
840015,0.1875,3.0,16.0
884465,0.1875,3.0,16.0
855800,0.1875,6.0,32.0
917359,0.1875,3.0,16.0
941593,0.1875,6.0,32.0
879261,0.1875,3.0,16.0
936987,0.1875,9.0,48.0
885257,0.1875,3.0,16.0
809943,0.1875,3.0,16.0
904173,0.1875,6.0,32.0
926027,0.1875,6.0,32.0
789370,0.1875,3.0,16.0
847564,0.1875,3.0,16.0
874053,0.1875,3.0,16.0
893547,0.1875,3.0,16.0
803723,0.1875,6.0,32.0
841084,0.1875,6.0,32.0
836064,0.1875,3.0,16.0
924946,0.1875,6.0,32.0
841074,0.1875,3.0,16.0
792592,0.1875,3.0,16.0
800350,0.1875,6.0,32.0
803729,0.1875,3.0,16.0
867160,0.1875,3.0,16.0
918075,0.1875,3.0,16.0
865450,0.1875,3.0,16.0
897131,0.1875,3.0,16.0
892033,0.1875,3.0,16.0
862531,0.1875,3.0,16.0
893446,0.1875,3.0,16.0
893713,0.1875,3.0,16.0
895450,0.1875,3.0,16.0
820556,0.1875,3.0,16.0
887364,0.1875,3.0,16.0
940396,0.1875,3.0,16.0
869155,0.1875,6.0,32.0
869253,0.1875,3.0,16.0
800516,0.1875,3.0,16.0
841271,0.1875,3.0,16.0
930020,0.1875,6.0,32.0
805136,0.1875,6.0,32.0
854173,0.1875,9.0,48.0
857854,0.1875,3.0,16.0
936443,0.1875,3.0,16.0
847254,0.1875,3.0,16.0
851669,0.1875,9.0,48.0
936666,0.1875,9.0,48.0
821947,0.1875,3.0,16.0
943996,0.1875,3.0,16.0
869059,0.1875,3.0,16.0
805687,0.1875,3.0,16.0
894933,0.1875,3.0,16.0
939776,0.1875,3.0,16.0
813228,0.1875,3.0,16.0
841416,0.1875,3.0,16.0
904498,0.1875,15.0,80.0
838437,0.1875,9.0,48.0
810806,0.1875,3.0,16.0
895943,0.1875,3.0,16.0
845489,0.1875,6.0,32.0
921816,0.1875,3.0,16.0
873993,0.1875,18.0,96.0
900577,0.1875,3.0,16.0
874780,0.1875,9.0,48.0
919022,0.1875,6.0,32.0
929140,0.1875,6.0,32.0
912275,0.1875,6.0,32.0
907999,0.1875,3.0,16.0
873332,0.1875,3.0,16.0
787969,0.1875,3.0,16.0
848147,0.1875,3.0,16.0
905590,0.1875,3.0,16.0
878106,0.1875,3.0,16.0
826056,0.1875,3.0,16.0
929451,0.1875,6.0,32.0
941795,0.1875,3.0,16.0
938344,0.1875,3.0,16.0
817244,0.1875,3.0,16.0
790689,0.1875,3.0,16.0
853620,0.1875,3.0,16.0
923707,0.1875,3.0,16.0
825557,0.1875,3.0,16.0
892001,0.1875,3.0,16.0
871898,0.1875,3.0,16.0
884603,0.1875,6.0,32.0
867472,0.1875,3.0,16.0
938844,0.1875,6.0,32.0
925485,0.1875,3.0,16.0
893770,0.1875,9.0,48.0
814221,0.1875,3.0,16.0
894102,0.1875,6.0,32.0
857461,0.1875,3.0,16.0
890275,0.1875,3.0,16.0
939455,0.1875,3.0,16.0
829111,0.1875,3.0,16.0
837111,0.1875,3.0,16.0
885480,0.1875,3.0,16.0
813476,0.1875,3.0,16.0
871621,0.1875,3.0,16.0
830961,0.1875,3.0,16.0
913099,0.1875,6.0,32.0
898066,0.1875,3.0,16.0
803433,0.1875,3.0,16.0
932859,0.1875,3.0,16.0
835046,0.1875,3.0,16.0
892201,0.1875,3.0,16.0
846057,0.1875,3.0,16.0
864594,0.1875,15.0,80.0
879070,0.1875,9.0,48.0
795010,0.1875,3.0,16.0
864124,0.1875,3.0,16.0
794931,0.1875,15.0,80.0
839078,0.1875,3.0,16.0
853842,0.1875,6.0,32.0
836615,0.1875,3.0,16.0
833884,0.1875,3.0,16.0
869571,0.1875,3.0,16.0
830652,0.1875,3.0,16.0
869554,0.1875,3.0,16.0
883919,0.1875,18.0,96.0
876156,0.1875,3.0,16.0
836423,0.1875,3.0,16.0
886770,0.1875,3.0,16.0
920029,0.1875,9.0,48.0
811531,0.1875,3.0,16.0
871356,0.1875,3.0,16.0
873140,0.1875,3.0,16.0
882176,0.1875,6.0,32.0
874848,0.1875,18.0,96.0
875339,0.1875,3.0,16.0
898652,0.1875,15.0,80.0
909285,0.1875,3.0,16.0
859593,0.1875,6.0,32.0
894213,0.1875,12.0,64.0
896746,0.1875,24.0,128.0
895776,0.1875,3.0,16.0
816983,0.1875,3.0,16.0
865068,0.1875,6.0,32.0
825526,0.1875,84.0,448.0
895899,0.1875,3.0,16.0
784200,0.1875,3.0,16.0
911620,0.1875,3.0,16.0
803998,0.1875,3.0,16.0
871960,0.1875,3.0,16.0
919352,0.1875,3.0,16.0
877778,0.1875,9.0,48.0
884742,0.1875,6.0,32.0
793780,0.18699186991869918,46.0,246.0
915488,0.18699186991869918,23.0,123.0
851330,0.18691588785046728,20.0,107.0
838160,0.18681318681318682,34.0,182.0
885794,0.18681318681318682,17.0,91.0
798699,0.18681318681318682,17.0,91.0
804101,0.18666666666666668,56.0,300.0
851705,0.18666666666666668,14.0,75.0
922993,0.1865671641791045,25.0,134.0
860691,0.1864406779661017,11.0,59.0
923711,0.1864406779661017,11.0,59.0
766556,0.1864406779661017,11.0,59.0
901778,0.1864406779661017,11.0,59.0
849998,0.1864406779661017,11.0,59.0
854439,0.1864406779661017,11.0,59.0
847389,0.18633540372670807,30.0,161.0
853234,0.18627450980392157,19.0,102.0
819870,0.18617021276595744,35.0,188.0
910361,0.18617021276595744,35.0,188.0
840737,0.18611111111111112,67.0,360.0
907414,0.18604651162790697,24.0,129.0
894517,0.18604651162790697,8.0,43.0
854078,0.18604651162790697,8.0,43.0
925689,0.18604651162790697,8.0,43.0
855288,0.18604651162790697,8.0,43.0
807229,0.18604651162790697,16.0,86.0
854314,0.18604651162790697,8.0,43.0
910555,0.18604651162790697,8.0,43.0
902280,0.18604651162790697,8.0,43.0
940833,0.18604651162790697,8.0,43.0
865352,0.18604651162790697,8.0,43.0
909786,0.18604651162790697,8.0,43.0
790851,0.1859504132231405,45.0,242.0
822602,0.18591549295774648,66.0,355.0
844287,0.18584070796460178,21.0,113.0
835810,0.18571428571428572,13.0,70.0
844120,0.18571428571428572,13.0,70.0
905289,0.18571428571428572,13.0,70.0
862511,0.1856763925729443,70.0,377.0
860856,0.18566775244299674,57.0,307.0
816624,0.18562874251497005,31.0,167.0
890960,0.18556701030927836,18.0,97.0
789934,0.18556701030927836,18.0,97.0
827446,0.18543046357615894,28.0,151.0
861289,0.1853932584269663,33.0,178.0
835234,0.1853932584269663,66.0,356.0
899553,0.18536585365853658,38.0,205.0
844815,0.1853448275862069,43.0,232.0
845162,0.18518518518518517,15.0,81.0
916668,0.18518518518518517,5.0,27.0
934903,0.18518518518518517,5.0,27.0
835950,0.18518518518518517,15.0,81.0
922219,0.18518518518518517,5.0,27.0
909369,0.18518518518518517,5.0,27.0
896176,0.18518518518518517,5.0,27.0
856231,0.18518518518518517,5.0,27.0
892515,0.18518518518518517,5.0,27.0
909504,0.18518518518518517,5.0,27.0
808934,0.18518518518518517,5.0,27.0
889943,0.18518518518518517,5.0,27.0
913036,0.18518518518518517,5.0,27.0
868170,0.18518518518518517,10.0,54.0
935780,0.18518518518518517,5.0,27.0
805036,0.18518518518518517,25.0,135.0
857391,0.18518518518518517,5.0,27.0
891331,0.18518518518518517,5.0,27.0
802800,0.18518518518518517,5.0,27.0
892757,0.18518518518518517,5.0,27.0
891477,0.18518518518518517,10.0,54.0
832656,0.18518518518518517,5.0,27.0
915549,0.18518518518518517,10.0,54.0
823131,0.18518518518518517,15.0,81.0
906459,0.18518518518518517,5.0,27.0
833997,0.18518518518518517,5.0,27.0
798191,0.18518518518518517,5.0,27.0
911088,0.18518518518518517,5.0,27.0
892774,0.18518518518518517,5.0,27.0
871352,0.18518518518518517,5.0,27.0
892621,0.18518518518518517,5.0,27.0
911120,0.18518518518518517,25.0,135.0
909660,0.18518518518518517,5.0,27.0
891214,0.18518518518518517,5.0,27.0
822237,0.18518518518518517,5.0,27.0
922413,0.18518518518518517,5.0,27.0
919977,0.18518518518518517,5.0,27.0
898998,0.18518518518518517,5.0,27.0
888684,0.18518518518518517,40.0,216.0
809361,0.18518518518518517,5.0,27.0
825120,0.18518518518518517,5.0,27.0
840855,0.18518518518518517,5.0,27.0
889680,0.18518518518518517,5.0,27.0
893035,0.18518518518518517,5.0,27.0
864343,0.18518518518518517,5.0,27.0
826574,0.18518518518518517,5.0,27.0
914318,0.18518518518518517,10.0,54.0
827536,0.18518518518518517,5.0,27.0
925875,0.18518518518518517,5.0,27.0
923951,0.18518518518518517,20.0,108.0
860065,0.18518518518518517,5.0,27.0
834447,0.18518518518518517,5.0,27.0
925822,0.18518518518518517,20.0,108.0
838686,0.18518518518518517,10.0,54.0
888389,0.18518518518518517,5.0,27.0
896894,0.18518518518518517,5.0,27.0
835629,0.18518518518518517,5.0,27.0
850643,0.18518518518518517,5.0,27.0
932989,0.18518518518518517,5.0,27.0
813167,0.18518518518518517,5.0,27.0
852738,0.18518518518518517,5.0,27.0
910606,0.18518518518518517,5.0,27.0
858769,0.18518518518518517,5.0,27.0
900010,0.18518518518518517,10.0,54.0
900958,0.18518518518518517,5.0,27.0
934457,0.18518518518518517,5.0,27.0
857441,0.18518518518518517,10.0,54.0
938613,0.18518518518518517,25.0,135.0
903763,0.18518518518518517,15.0,81.0
796563,0.18518518518518517,5.0,27.0
807511,0.18518518518518517,5.0,27.0
941247,0.18518518518518517,5.0,27.0
828879,0.18502202643171806,42.0,227.0
806260,0.1849912739965096,106.0,573.0
844588,0.18497109826589594,32.0,173.0
904042,0.18478260869565216,34.0,184.0
897621,0.18478260869565216,17.0,92.0
881440,0.18478260869565216,17.0,92.0
851980,0.18461538461538463,24.0,130.0
824034,0.18461538461538463,12.0,65.0
821750,0.18461538461538463,12.0,65.0
800319,0.18461538461538463,12.0,65.0
931124,0.18461538461538463,12.0,65.0
901695,0.18461538461538463,12.0,65.0
834853,0.18461538461538463,24.0,130.0
827797,0.18461538461538463,24.0,130.0
900977,0.18446601941747573,38.0,206.0
857172,0.18446601941747573,19.0,103.0
819666,0.18421052631578946,7.0,38.0
842902,0.18421052631578946,7.0,38.0
886478,0.18421052631578946,7.0,38.0
820266,0.18421052631578946,14.0,76.0
886853,0.18421052631578946,7.0,38.0
894778,0.18421052631578946,7.0,38.0
907737,0.18421052631578946,7.0,38.0
857152,0.18421052631578946,7.0,38.0
888691,0.18421052631578946,7.0,38.0
808170,0.18421052631578946,7.0,38.0
857137,0.18421052631578946,7.0,38.0
852486,0.18421052631578946,7.0,38.0
861489,0.18421052631578946,7.0,38.0
898591,0.18421052631578946,7.0,38.0
901537,0.18421052631578946,7.0,38.0
810753,0.18421052631578946,28.0,152.0
915736,0.18421052631578946,7.0,38.0
912993,0.18421052631578946,14.0,76.0
920489,0.18421052631578946,7.0,38.0
849888,0.18421052631578946,56.0,304.0
856790,0.18421052631578946,7.0,38.0
881674,0.18421052631578946,7.0,38.0
862270,0.18421052631578946,21.0,114.0
940551,0.18421052631578946,7.0,38.0
940722,0.18421052631578946,7.0,38.0
